codigo,nome,preco,estoque
P00932,Produto932,22.57,491
P00933,Produto933,889.19,703
P00934,Produto934,990.81,259
P00935,Produto935,542.74,159
P00936,Produto936,190.89,595
P00937,Produto937,420.16,127
P00938,Produto938,823.64,116
P00939,Produto939,5.52,275
P00940,Produto940,292.92,557
P00941,Produto941,524.99,494
P00942,Produto942,56.15,126
P00943,Produto943,152.33,922
P00944,Produto944,526.92,892
P00945,Produto945,988.88,245
P00946,Produto946,531.29,622
P00947,Produto947,668.02,522
P00948,Produto948,447.67,33
P00949,Produto949,334.9,180
P00950,Produto950,570.24,640
P00951,Produto951,962.46,269
P00952,Produto952,335.86,765
P00953,Produto953,40.69,893
P00954,Produto954,416.64,498
P00955,Produto955,318.7,572
P00956,Produto956,354.56,762
P00957,Produto957,685.12,103
P00958,Produto958,523.61,982
P00959,Produto959,640.22,473
P00960,Produto960,751.07,611
P00961,Produto961,980.39,443
P00962,Produto962,165.92,87
P00963,Produto963,624.1,686
P00964,Produto964,583.02,718
P00965,Produto965,168.35,842
P00966,Produto966,704.13,935
P00967,Produto967,359.36,269
P00968,Produto968,137.46,469
P00969,Produto969,625.34,509
P00970,Produto970,810.63,692
P00971,Produto971,367.47,398
P00972,Produto972,731.58,869
P00973,Produto973,226.16,682
P00974,Produto974,449.16,182
P00975,Produto975,382.69,438
P00976,Produto976,915.52,332
P00977,Produto977,996.53,630
P00978,Produto978,929.91,16
P00979,Produto979,178.55,917
P00980,Produto980,832.79,195
P00981,Produto981,286.2,849
P00982,Produto982,782.75,375
P00983,Produto983,614.7,637
P00984,Produto984,244.33,597
P00985,Produto985,348.91,86
P00986,Produto986,522.16,721
P00987,Produto987,50.92,845
P00988,Produto988,784.6,652
P00989,Produto989,862.32,204
P00990,Produto990,631.53,922
P00991,Produto991,148.09,25
P00992,Produto992,612.85,896
P00993,Produto993,702.68,797
P00994,Produto994,524.49,337
P00995,Produto995,578.97,357
P00996,Produto996,234.67,742
P00997,Produto997,319.64,926
P00998,Produto998,124.54,73
P00999,Produto999,572.46,373
P01000,Produto1000,11.79,749
P01001,Produto1001,898.19,128
P01002,Produto1002,461.98,880
P01003,Produto1003,761.24,196
P01004,Produto1004,135.46,101
P01005,Produto1005,974.99,802
P01006,Produto1006,205.69,552
P01007,Produto1007,988.2,207
P01008,Produto1008,966.0,252
P01009,Produto1009,438.14,171
P01010,Produto1010,508.19,726
P01011,Produto1011,911.94,324
P01012,Produto1012,765.23,306
P01013,Produto1013,154.82,833
P01014,Produto1014,212.66,316
P01015,Produto1015,998.71,958
P01016,Produto1016,79.63,822
P01017,Produto1017,655.65,999
P01018,Produto1018,47.12,441
P01019,Produto1019,726.46,834
P01020,Produto1020,503.9,642
P01021,Produto1021,353.26,420
P01022,Produto1022,115.61,548
P01023,Produto1023,46.68,543
P01024,Produto1024,470.98,46
P01025,Produto1025,286.37,737
P01026,Produto1026,478.82,95
P01027,Produto1027,616.48,415
P01028,Produto1028,888.15,778
P01029,Produto1029,441.57,171
P01030,Produto1030,878.81,506
P01031,Produto1031,986.39,125
P01032,Produto1032,934.6,953
P01033,Produto1033,404.37,803
P01034,Produto1034,815.82,92
P01035,Produto1035,866.47,65
P01036,Produto1036,721.33,802
P01037,Produto1037,79.34,288
P01038,Produto1038,146.23,19
P01039,Produto1039,846.62,419
P01040,Produto1040,816.93,299
P01041,Produto1041,131.74,10
P01042,Produto1042,659.41,82
P01043,Produto1043,979.64,553
P01044,Produto1044,376.07,682
P01045,Produto1045,795.78,61
P01046,Produto1046,160.5,730
P01047,Produto1047,954.91,748
P01048,Produto1048,717.58,146
P01049,Produto1049,829.36,206
P01050,Produto1050,108.74,97
P01051,Produto1051,24.57,922
P01052,Produto1052,167.55,396
P01053,Produto1053,102.12,969
P01054,Produto1054,258.61,934
P01055,Produto1055,630.24,390
P01056,Produto1056,751.22,537
P01057,Produto1057,115.48,848
P01058,Produto1058,347.59,553
P01059,Produto1059,463.84,376
P01060,Produto1060,591.68,659
P01061,Produto1061,768.73,25
P01062,Produto1062,139.18,710
P01063,Produto1063,83.08,237
P01064,Produto1064,751.5,17
P01065,Produto1065,251.33,517
P01066,Produto1066,803.4,423
P01067,Produto1067,747.72,964
P01068,Produto1068,40.3,429
P01069,Produto1069,483.72,708
P01070,Produto1070,332.49,61
P01071,Produto1071,562.55,575
P01072,Produto1072,168.03,965
P01073,Produto1073,520.77,454
P01074,Produto1074,316.47,542
P01075,Produto1075,78.05,219
P01076,Produto1076,41.73,199
P01077,Produto1077,405.39,619
P01078,Produto1078,481.66,801
P01079,Produto1079,424.22,617
P01080,Produto1080,667.42,821
P01081,Produto1081,482.89,48
P01082,Produto1082,997.45,406
P01083,Produto1083,61.51,618
P01084,Produto1084,925.15,481
P01085,Produto1085,965.56,431
P01086,Produto1086,463.96,708
P01087,Produto1087,518.51,306
P01088,Produto1088,189.65,308
P01089,Produto1089,80.15,363
P01090,Produto1090,576.06,5
P01091,Produto1091,850.29,115
P01092,Produto1092,414.46,92
P01093,Produto1093,303.95,266
P01094,Produto1094,101.29,641
P01095,Produto1095,695.31,256
P01096,Produto1096,121.13,886
P01097,Produto1097,352.86,61
P01098,Produto1098,721.34,990
P01099,Produto1099,116.61,127
P01100,Produto1100,235.5,678
P01101,Produto1101,366.41,412
P01102,Produto1102,452.93,663
P01103,Produto1103,852.6,505
P01104,Produto1104,336.61,135
P01105,Produto1105,537.69,548
P01106,Produto1106,634.03,654
P01107,Produto1107,283.16,382
P01108,Produto1108,21.4,58
P01109,Produto1109,634.75,767
P01110,Produto1110,308.8,89
P01111,Produto1111,505.49,729
P01112,Produto1112,27.91,877
P01113,Produto1113,359.96,232
P01114,Produto1114,13.97,1000
P01115,Produto1115,893.05,744
P01116,Produto1116,89.09,989
P01117,Produto1117,125.93,850
P01118,Produto1118,242.93,596
P01119,Produto1119,437.04,180
P01120,Produto1120,226.29,563
P01121,Produto1121,619.56,83
P01122,Produto1122,992.69,691
P01123,Produto1123,285.65,307
P01124,Produto1124,769.21,608
P01125,Produto1125,673.68,284
P01126,Produto1126,916.06,6
P01127,Produto1127,42.85,517
P01128,Produto1128,336.63,358
P01129,Produto1129,145.72,673
P01130,Produto1130,139.15,700
P01131,Produto1131,338.92,463
P01132,Produto1132,513.22,243
P01133,Produto1133,537.02,770
P01134,Produto1134,352.94,389
P01135,Produto1135,250.12,941
P01136,Produto1136,904.85,954
P01137,Produto1137,446.14,725
P01138,Produto1138,949.67,749
P01139,Produto1139,209.32,772
P01140,Produto1140,156.57,429
P01141,Produto1141,642.12,628
P01142,Produto1142,499.73,918
P01143,Produto1143,652.9,213
P01144,Produto1144,838.44,422
P01145,Produto1145,377.89,906
P01146,Produto1146,125.15,358
P01147,Produto1147,457.44,39
P01148,Produto1148,401.4,298
P01149,Produto1149,549.57,497
P01150,Produto1150,6.35,679
P01151,Produto1151,47.27,893
P01152,Produto1152,197.86,7
P01153,Produto1153,229.2,146
P01154,Produto1154,189.49,632
P01155,Produto1155,237.42,808
P01156,Produto1156,859.09,935
P01157,Produto1157,487.59,395
P01158,Produto1158,561.71,306
P01159,Produto1159,675.83,868
P01160,Produto1160,954.22,148
P01161,Produto1161,668.62,564
P01162,Produto1162,124.21,443
P01163,Produto1163,160.35,409
P01164,Produto1164,265.03,632
P01165,Produto1165,832.7,452
P01166,Produto1166,146.58,484
P01167,Produto1167,405.08,692
P01168,Produto1168,494.41,575
P01169,Produto1169,60.26,293
P01170,Produto1170,170.2,526
P01171,Produto1171,366.03,337
P01172,Produto1172,506.77,353
P01173,Produto1173,444.17,366
P01174,Produto1174,868.0,251
P01175,Produto1175,18.25,531
P01176,Produto1176,944.58,663
P01177,Produto1177,297.93,970
P01178,Produto1178,248.75,734
P01179,Produto1179,55.21,413
P01180,Produto1180,595.17,769
P01181,Produto1181,651.33,888
P01182,Produto1182,666.15,832
P01183,Produto1183,649.63,237
P01184,Produto1184,775.49,102
P01185,Produto1185,320.26,319
P01186,Produto1186,265.83,639
P01187,Produto1187,835.09,47
P01188,Produto1188,390.05,904
P01189,Produto1189,778.85,230
P01190,Produto1190,174.74,488
P01191,Produto1191,134.28,366
P01192,Produto1192,240.3,132
P01193,Produto1193,349.43,921
P01194,Produto1194,702.33,473
P01195,Produto1195,684.33,583
P01196,Produto1196,529.2,804
P01197,Produto1197,659.85,460
P01198,Produto1198,578.39,695
P01199,Produto1199,547.34,721
P01200,Produto1200,511.08,945
P01201,Produto1201,133.34,391
P01202,Produto1202,134.99,683
P01203,Produto1203,254.29,731
P01204,Produto1204,512.73,494
P01205,Produto1205,677.73,6
P01206,Produto1206,722.2,530
P01207,Produto1207,779.3,12
P01208,Produto1208,668.46,1
P01209,Produto1209,563.53,357
P01210,Produto1210,70.42,794
P01211,Produto1211,62.01,260
P01212,Produto1212,460.25,955
P01213,Produto1213,124.44,799
P01214,Produto1214,284.55,170
P01215,Produto1215,36.86,69
P01216,Produto1216,42.08,170
P01217,Produto1217,748.96,666
P01218,Produto1218,492.84,230
P01219,Produto1219,144.15,960
P01220,Produto1220,337.76,673
P01221,Produto1221,697.45,73
P01222,Produto1222,412.67,678
P01223,Produto1223,260.84,336
P01224,Produto1224,886.61,27
P01225,Produto1225,561.06,922
P01226,Produto1226,442.76,414
P01227,Produto1227,427.61,579
P01228,Produto1228,985.62,35
P01229,Produto1229,603.57,378
P01230,Produto1230,185.56,870
P01231,Produto1231,659.49,871
P01232,Produto1232,584.5,300
P01233,Produto1233,872.77,309
P01234,Produto1234,411.24,631
P01235,Produto1235,748.1,383
P01236,Produto1236,184.72,747
P01237,Produto1237,981.53,4
P01238,Produto1238,881.49,970
P01239,Produto1239,84.09,95
P01240,Produto1240,179.47,369
P01241,Produto1241,985.26,363
P01242,Produto1242,840.4,379
P01243,Produto1243,281.11,602
P01244,Produto1244,904.45,190
P01245,Produto1245,36.77,504
P01246,Produto1246,117.98,909
P01247,Produto1247,157.5,552
P01248,Produto1248,12.01,1
P01249,Produto1249,861.85,392
P01250,Produto1250,795.71,293
P01251,Produto1251,120.34,864
P01252,Produto1252,22.49,131
P01253,Produto1253,366.31,686
P01254,Produto1254,14.4,167
P01255,Produto1255,250.47,6
P01256,Produto1256,595.39,147
P01257,Produto1257,754.43,172
P01258,Produto1258,177.1,115
P01259,Produto1259,839.01,301
P01260,Produto1260,747.6,952
P01261,Produto1261,37.14,589
P01262,Produto1262,37.75,585
P01263,Produto1263,60.09,954
P01264,Produto1264,806.14,963
P01265,Produto1265,495.67,54
P01266,Produto1266,133.22,369
P01267,Produto1267,838.63,474
P01268,Produto1268,867.52,665
P01269,Produto1269,793.46,722
P01270,Produto1270,129.86,32
P01271,Produto1271,202.16,100
P01272,Produto1272,170.14,515
P01273,Produto1273,733.27,432
P01274,Produto1274,842.65,982
P01275,Produto1275,306.39,370
P01276,Produto1276,619.58,701
P01277,Produto1277,147.91,580
P01278,Produto1278,882.83,967
P01279,Produto1279,947.01,597
P01280,Produto1280,945.76,984
P01281,Produto1281,204.74,390
P01282,Produto1282,997.33,576
P01283,Produto1283,27.54,649
P01284,Produto1284,781.24,484
P01285,Produto1285,755.25,17
P01286,Produto1286,685.25,590
P01287,Produto1287,365.19,19
P01288,Produto1288,367.01,296
P01289,Produto1289,671.47,213
P01290,Produto1290,382.19,170
P01291,Produto1291,539.18,112
P01292,Produto1292,711.37,868
P01293,Produto1293,395.62,684
P01294,Produto1294,906.48,168
P01295,Produto1295,85.12,382
P01296,Produto1296,187.99,484
P01297,Produto1297,307.95,428
P01298,Produto1298,387.3,682
P01299,Produto1299,583.48,166
P01300,Produto1300,430.84,726
P01301,Produto1301,819.02,985
P01302,Produto1302,771.61,196
P01303,Produto1303,961.33,341
P01304,Produto1304,814.41,260
P01305,Produto1305,3.45,593
P01306,Produto1306,352.69,603
P01307,Produto1307,352.48,817
P01308,Produto1308,818.0,434
P01309,Produto1309,355.71,897
P01310,Produto1310,907.6,526
P01311,Produto1311,349.68,827
P01312,Produto1312,554.38,267
P01313,Produto1313,642.83,89
P01314,Produto1314,132.33,266
P01315,Produto1315,551.58,779
P01316,Produto1316,227.42,534
P01317,Produto1317,121.1,240
P01318,Produto1318,822.43,144
P01319,Produto1319,880.75,888
P01320,Produto1320,192.01,287
P01321,Produto1321,588.65,587
P01322,Produto1322,329.34,938
P01323,Produto1323,802.08,318
P01324,Produto1324,113.47,505
P01325,Produto1325,45.22,82
P01326,Produto1326,956.12,649
P01327,Produto1327,493.63,144
P01328,Produto1328,888.77,391
P01329,Produto1329,428.22,207
P01330,Produto1330,472.92,203
P01331,Produto1331,437.54,419
P01332,Produto1332,397.93,732
P01333,Produto1333,10.67,339
P01334,Produto1334,925.52,265
P01335,Produto1335,321.18,805
P01336,Produto1336,614.91,329
P01337,Produto1337,996.0,943
P01338,Produto1338,707.55,404
P01339,Produto1339,356.61,706
P01340,Produto1340,990.37,397
P01341,Produto1341,38.93,75
P01342,Produto1342,974.32,45
P01343,Produto1343,738.12,388
P01344,Produto1344,304.33,915
P01345,Produto1345,915.88,745
P01346,Produto1346,442.86,718
P01347,Produto1347,47.89,852
P01348,Produto1348,803.48,602
P01349,Produto1349,133.31,543
P01350,Produto1350,137.13,639
P01351,Produto1351,514.89,49
P01352,Produto1352,196.83,365
P01353,Produto1353,778.63,480
P01354,Produto1354,922.28,848
P01355,Produto1355,793.36,255
P01356,Produto1356,308.58,556
P01357,Produto1357,214.37,831
P01358,Produto1358,553.38,92
P01359,Produto1359,952.03,536
P01360,Produto1360,203.29,714
P01361,Produto1361,357.28,916
P01362,Produto1362,421.66,391
P01363,Produto1363,557.54,365
P01364,Produto1364,848.47,170
P01365,Produto1365,765.16,604
P01366,Produto1366,330.99,839
P01367,Produto1367,661.79,648
P01368,Produto1368,941.95,289
P01369,Produto1369,760.43,317
P01370,Produto1370,888.18,781
P01371,Produto1371,481.55,782
P01372,Produto1372,878.72,416
P01373,Produto1373,662.49,919
P01374,Produto1374,583.77,482
P01375,Produto1375,549.85,85
P01376,Produto1376,597.93,115
P01377,Produto1377,994.97,992
P01378,Produto1378,562.48,590
P01379,Produto1379,21.17,159
P01380,Produto1380,777.4,584
P01381,Produto1381,556.2,422
P01382,Produto1382,148.19,618
P01383,Produto1383,924.5,330
P01384,Produto1384,198.86,5
P01385,Produto1385,973.1,387
P01386,Produto1386,499.91,713
P01387,Produto1387,450.21,821
P01388,Produto1388,249.7,998
P01389,Produto1389,741.91,64
P01390,Produto1390,970.42,390
P01391,Produto1391,26.07,385
P01392,Produto1392,640.98,381
P01393,Produto1393,814.8,132
P01394,Produto1394,46.78,916
P01395,Produto1395,161.85,667
P01396,Produto1396,550.61,534
P01397,Produto1397,798.84,388
P01398,Produto1398,879.86,136
P01399,Produto1399,852.93,54
P01400,Produto1400,352.15,278
P01401,Produto1401,544.16,151
P01402,Produto1402,390.21,37
P01403,Produto1403,905.7,643
P01404,Produto1404,422.35,957
P01405,Produto1405,880.27,531
P01406,Produto1406,513.69,485
P01407,Produto1407,816.98,722
P01408,Produto1408,650.47,987
P01409,Produto1409,105.06,746
P01410,Produto1410,762.87,963
P01411,Produto1411,718.33,277
P01412,Produto1412,654.16,968
P01413,Produto1413,682.18,318
P01414,Produto1414,855.49,371
P01415,Produto1415,934.62,427
P01416,Produto1416,637.26,18
P01417,Produto1417,839.63,46
P01418,Produto1418,266.25,222
P01419,Produto1419,18.37,393
P01420,Produto1420,397.83,752
P01421,Produto1421,466.18,622
P01422,Produto1422,596.45,622
P01423,Produto1423,820.72,374
P01424,Produto1424,688.75,683
P01425,Produto1425,700.09,542
P01426,Produto1426,801.1,178
P01427,Produto1427,661.48,620
P01428,Produto1428,132.32,452
P01429,Produto1429,842.64,957
P01430,Produto1430,92.91,804
P01431,Produto1431,845.79,621
P01432,Produto1432,887.16,416
P01433,Produto1433,568.24,253
P01434,Produto1434,404.31,683
P01435,Produto1435,453.58,451
P01436,Produto1436,983.64,656
P01437,Produto1437,615.47,207
P01438,Produto1438,195.06,766
P01439,Produto1439,70.45,681
P01440,Produto1440,556.52,414
P01441,Produto1441,649.2,63
P01442,Produto1442,262.64,789
P01443,Produto1443,284.86,106
P01444,Produto1444,681.59,666
P01445,Produto1445,247.37,998
P01446,Produto1446,798.92,21
P01447,Produto1447,114.54,210
P01448,Produto1448,201.37,116
P01449,Produto1449,965.11,320
P01450,Produto1450,132.91,516
P01451,Produto1451,791.53,945
P01452,Produto1452,793.1,281
P01453,Produto1453,728.94,222
P01454,Produto1454,84.51,267
P01455,Produto1455,775.43,98
P01456,Produto1456,696.32,796
P01457,Produto1457,463.32,66
P01458,Produto1458,408.88,421
P01459,Produto1459,860.35,394
P01460,Produto1460,749.36,47
P01461,Produto1461,20.08,185
P01462,Produto1462,806.89,407
P01463,Produto1463,713.13,391
P01464,Produto1464,443.82,377
P01465,Produto1465,207.17,314
P01466,Produto1466,12.2,153
P01467,Produto1467,188.85,505
P01468,Produto1468,186.22,583
P01469,Produto1469,722.49,100
P01470,Produto1470,178.63,1
P01471,Produto1471,902.18,25
P01472,Produto1472,173.64,580
P01473,Produto1473,342.5,770
P01474,Produto1474,629.06,905
P01475,Produto1475,753.71,547
P01476,Produto1476,417.48,316
P01477,Produto1477,701.3,345
P01478,Produto1478,931.37,964
P01479,Produto1479,525.06,824
P01480,Produto1480,510.7,994
P01481,Produto1481,512.8,580
P01482,Produto1482,339.32,979
P01483,Produto1483,260.31,314
P01484,Produto1484,598.35,266
P01485,Produto1485,839.17,442
P01486,Produto1486,652.0,442
P01487,Produto1487,207.66,7
P01488,Produto1488,296.48,277
P01489,Produto1489,735.01,89
P01490,Produto1490,860.39,562
P01491,Produto1491,483.56,644
P01492,Produto1492,501.33,41
P01493,Produto1493,969.85,240
P01494,Produto1494,872.6,689
P01495,Produto1495,825.22,574
P01496,Produto1496,386.15,853
P01497,Produto1497,726.09,102
P01498,Produto1498,922.4,414
P01499,Produto1499,806.04,894
P01500,Produto1500,297.26,743
P01501,Produto1501,491.69,470
P01502,Produto1502,613.99,320
P01503,Produto1503,883.44,379
P01504,Produto1504,861.77,944
P01505,Produto1505,757.34,557
P01506,Produto1506,756.83,771
P01507,Produto1507,157.09,167
P01508,Produto1508,41.95,41
P01509,Produto1509,27.2,971
P01510,Produto1510,664.85,728
P01511,Produto1511,623.3,676
P01512,Produto1512,299.66,486
P01513,Produto1513,511.28,489
P01514,Produto1514,681.48,337
P01515,Produto1515,523.9,88
P01516,Produto1516,995.63,575
P01517,Produto1517,916.6,547
P01518,Produto1518,900.61,811
P01519,Produto1519,999.58,689
P01520,Produto1520,851.51,885
P01521,Produto1521,523.31,360
P01522,Produto1522,938.32,319
P01523,Produto1523,506.9,1000
P01524,Produto1524,97.76,649
P01525,Produto1525,914.81,277
P01526,Produto1526,769.88,230
P01527,Produto1527,159.78,364
P01528,Produto1528,437.76,574
P01529,Produto1529,337.74,467
P01530,Produto1530,252.24,399
P01531,Produto1531,807.16,43
P01532,Produto1532,780.2,14
P01533,Produto1533,195.08,250
P01534,Produto1534,332.6,148
P01535,Produto1535,607.5,9
P01536,Produto1536,58.45,428
P01537,Produto1537,83.04,63
P01538,Produto1538,354.28,337
P01539,Produto1539,787.37,844
P01540,Produto1540,175.06,332
P01541,Produto1541,882.66,221
P01542,Produto1542,114.64,90
P01543,Produto1543,253.45,523
P01544,Produto1544,599.76,909
P01545,Produto1545,59.8,648
P01546,Produto1546,81.07,977
P01547,Produto1547,518.78,543
P01548,Produto1548,289.28,697
P01549,Produto1549,149.97,687
P01550,Produto1550,518.74,539
P01551,Produto1551,155.41,240
P01552,Produto1552,963.79,220
P01553,Produto1553,484.87,525
P01554,Produto1554,795.95,431
